,Roll,Eng,Math,Sci,Total,Avg,Grade
115615,58539,96,97,87,280,93.33333333333333,A+
116000,563559,70,100,100,270,90.0,A+
116155,368421,93,90,92,275,91.66666666666667,A+
116253,626864,95,97,95,287,95.66666666666667,A+
116571,315503,88,98,85,271,90.33333333333333,A+
116980,159844,100,91,82,273,91.0,A+
117584,669718,90,86,95,271,90.33333333333333,A+
117618,995649,100,95,97,292,97.33333333333333,A+
117670,792477,98,97,100,295,98.33333333333333,A+
117903,203346,100,97,93,290,96.66666666666667,A+
118392,191467,91,93,100,284,94.66666666666667,A+
118744,606297,86,97,98,281,93.66666666666667,A+
119043,943037,100,91,95,286,95.33333333333333,A+
119255,983634,91,95,88,274,91.33333333333333,A+
119816,988935,97,86,92,275,91.66666666666667,A+
119941,72639,95,94,99,288,96.0,A+
119993,392724,93,96,88,277,92.33333333333333,A+
120330,619845,87,100,85,272,90.66666666666667,A+
120793,232486,90,95,98,283,94.33333333333333,A+
120914,721847,98,89,99,286,95.33333333333333,A+
121529,634996,94,96,95,285,95.0,A+
121742,925306,94,98,91,283,94.33333333333333,A+
121940,292882,88,98,100,286,95.33333333333333,A+
122046,1009057,100,97,89,286,95.33333333333333,A+
122457,787470,95,85,100,280,93.33333333333333,A+
122556,268370,88,93,100,281,93.66666666666667,A+
122559,306797,100,77,98,275,91.66666666666667,A+
122575,987542,82,98,97,277,92.33333333333333,A+
122783,586859,96,97,82,275,91.66666666666667,A+
123210,169193,83,97,97,277,92.33333333333333,A+
123384,380931,95,100,99,294,98.0,A+
123685,84585,96,100,83,279,93.0,A+
124304,147659,85,100,85,270,90.0,A+
124309,251280,100,100,81,281,93.66666666666667,A+
124344,355887,93,89,89,271,90.33333333333333,A+
124445,889520,86,100,94,280,93.33333333333333,A+
125575,232950,99,98,77,274,91.33333333333333,A+
125866,407,81,100,99,280,93.33333333333333,A+
126345,257969,96,89,88,273,91.0,A+
126660,366917,100,82,88,270,90.0,A+
126753,333595,97,100,89,286,95.33333333333333,A+
126821,523181,90,98,88,276,92.0,A+
126844,419150,92,96,99,287,95.66666666666667,A+
127058,702263,99,89,90,278,92.66666666666667,A+
127180,146919,76,100,94,270,90.0,A+
127511,878582,76,96,98,270,90.0,A+
128230,962657,100,93,97,290,96.66666666666667,A+
128267,1003473,100,99,71,270,90.0,A+
128342,886860,85,94,91,270,90.0,A+
128392,593280,95,95,97,287,95.66666666666667,A+
128556,505205,98,95,80,273,91.0,A+
128570,675948,93,99,84,276,92.0,A+
128847,730462,89,88,97,274,91.33333333333333,A+
129016,495331,100,99,81,280,93.33333333333333,A+
129078,726658,97,84,90,271,90.33333333333333,A+
129144,950538,92,93,85,270,90.0,A+
129351,85442,93,87,93,273,91.0,A+
129460,772575,90,99,88,277,92.33333333333333,A+
129726,479233,92,100,95,287,95.66666666666667,A+
130158,990544,90,93,98,281,93.66666666666667,A+
130258,1005407,96,82,95,273,91.0,A+
130336,998119,90,93,94,277,92.33333333333333,A+
130601,154011,84,100,91,275,91.66666666666667,A+
130957,879591,91,83,99,273,91.0,A+
131160,441729,98,85,88,271,90.33333333333333,A+
131219,534254,99,99,100,298,99.33333333333333,A+
131414,159245,91,92,87,270,90.0,A+
131464,45376,96,95,93,284,94.66666666666667,A+
131740,441448,98,83,96,277,92.33333333333333,A+
131833,356792,77,97,98,272,90.66666666666667,A+
131952,188257,99,89,90,278,92.66666666666667,A+
131979,952697,75,99,98,272,90.66666666666667,A+
132303,3830,89,96,88,273,91.0,A+
132495,206434,96,81,100,277,92.33333333333333,A+
132817,854437,88,100,94,282,94.0,A+
132853,689766,84,99,87,270,90.0,A+
133105,120152,94,96,99,289,96.33333333333333,A+
133202,682679,100,89,82,271,90.33333333333333,A+
133216,377323,100,85,96,281,93.66666666666667,A+
133282,333784,100,79,92,271,90.33333333333333,A+
133340,807836,97,96,95,288,96.0,A+
133476,963446,97,81,100,278,92.66666666666667,A+
133838,180894,100,92,78,270,90.0,A+
133999,857776,92,85,95,272,90.66666666666667,A+
134824,253146,95,85,98,278,92.66666666666667,A+
135019,818375,96,94,80,270,90.0,A+
135107,393929,90,82,99,271,90.33333333333333,A+
135159,725124,82,96,99,277,92.33333333333333,A+
135236,281149,88,95,100,283,94.33333333333333,A+
135644,263020,94,81,97,272,90.66666666666667,A+
135648,418275,84,99,91,274,91.33333333333333,A+
135705,1015434,97,88,90,275,91.66666666666667,A+
136033,409759,85,100,98,283,94.33333333333333,A+
136056,877946,98,74,99,271,90.33333333333333,A+
136285,767892,89,95,94,278,92.66666666666667,A+
136378,501812,97,89,84,270,90.0,A+
136382,203553,92,100,80,272,90.66666666666667,A+
136422,453218,83,98,95,276,92.0,A+
136563,696076,90,87,97,274,91.33333333333333,A+
136646,667767,91,89,91,271,90.33333333333333,A+
136665,399878,93,94,96,283,94.33333333333333,A+
136809,578783,78,98,97,273,91.0,A+
137099,770234,97,92,88,277,92.33333333333333,A+
137109,1033391,100,100,100,300,100.0,A+
137570,834420,85,88,99,272,90.66666666666667,A+
137675,495038,97,88,90,275,91.66666666666667,A+
137856,342485,86,96,100,282,94.0,A+
137985,487353,88,89,95,272,90.66666666666667,A+
138615,482589,100,98,75,273,91.0,A+
138691,340137,100,79,98,277,92.33333333333333,A+
138945,458421,99,89,95,283,94.33333333333333,A+
139021,561119,87,92,95,274,91.33333333333333,A+
139054,225228,91,97,88,276,92.0,A+
139081,996621,91,96,92,279,93.0,A+
139340,234559,100,100,100,300,100.0,A+
139364,514982,99,97,97,293,97.66666666666667,A+
139577,141404,99,85,96,280,93.33333333333333,A+
139595,688758,93,97,99,289,96.33333333333333,A+
139685,982864,91,94,100,285,95.0,A+
139797,572504,87,96,96,279,93.0,A+
139820,1019700,99,95,76,270,90.0,A+
139871,635895,100,83,96,279,93.0,A+
140191,72363,96,97,87,280,93.33333333333333,A+
140311,725014,73,97,100,270,90.0,A+
140754,267440,98,98,79,275,91.66666666666667,A+
140763,389399,92,88,100,280,93.33333333333333,A+
140794,149432,99,84,94,277,92.33333333333333,A+
140969,265123,96,88,96,280,93.33333333333333,A+
140999,709209,83,99,100,282,94.0,A+
141020,307964,88,99,84,271,90.33333333333333,A+
141224,541866,99,100,89,288,96.0,A+
141418,28275,98,98,97,293,97.66666666666667,A+
141600,159912,100,90,91,281,93.66666666666667,A+
141647,604542,84,89,99,272,90.66666666666667,A+
141822,340773,78,100,97,275,91.66666666666667,A+
142545,61958,88,100,100,288,96.0,A+
142653,774562,89,97,86,272,90.66666666666667,A+
142809,172934,100,91,89,280,93.33333333333333,A+
142978,927006,84,95,99,278,92.66666666666667,A+
143409,359452,94,92,96,282,94.0,A+
143648,746279,81,96,97,274,91.33333333333333,A+
143718,460298,89,88,93,270,90.0,A+
143789,288522,97,95,89,281,93.66666666666667,A+
143833,4039,89,95,92,276,92.0,A+
144031,82715,100,79,100,279,93.0,A+
144317,134667,100,85,96,281,93.66666666666667,A+
144494,1012432,89,93,89,271,90.33333333333333,A+
144647,455902,82,95,93,270,90.0,A+
144696,437511,84,100,100,284,94.66666666666667,A+
144864,484643,99,94,80,273,91.0,A+
145030,178132,91,93,96,280,93.33333333333333,A+
145117,63933,84,88,99,271,90.33333333333333,A+
145149,641598,95,99,78,272,90.66666666666667,A+
145376,295363,97,95,91,283,94.33333333333333,A+
145773,541829,98,99,96,293,97.66666666666667,A+
145829,94417,85,95,91,271,90.33333333333333,A+
145846,369467,77,99,97,273,91.0,A+
145905,989815,91,97,84,272,90.66666666666667,A+
146016,314763,94,88,89,271,90.33333333333333,A+
146054,548628,96,92,84,272,90.66666666666667,A+
146180,9945,98,96,93,287,95.66666666666667,A+
146196,502765,99,98,81,278,92.66666666666667,A+
146300,809230,97,94,95,286,95.33333333333333,A+
146595,161000,93,100,86,279,93.0,A+
146636,205223,91,95,92,278,92.66666666666667,A+
146688,209821,88,87,99,274,91.33333333333333,A+
146758,975887,92,97,82,271,90.33333333333333,A+
146868,1018655,99,96,76,271,90.33333333333333,A+
147129,369332,86,98,98,282,94.0,A+
147359,600683,96,97,82,275,91.66666666666667,A+
147462,1043723,99,99,81,279,93.0,A+
147487,529075,96,89,90,275,91.66666666666667,A+
147576,735114,98,91,95,284,94.66666666666667,A+
147631,496548,99,95,91,285,95.0,A+
147725,944639,100,88,99,287,95.66666666666667,A+
147998,157215,98,83,94,275,91.66666666666667,A+
148086,590870,88,100,94,282,94.0,A+
148528,424732,84,98,100,282,94.0,A+
148574,987059,92,98,99,289,96.33333333333333,A+
148768,508263,72,99,100,271,90.33333333333333,A+
148839,774483,95,84,96,275,91.66666666666667,A+
148848,579584,78,96,99,273,91.0,A+
148850,719969,100,95,83,278,92.66666666666667,A+
148883,404158,82,88,100,270,90.0,A+
149287,960975,99,87,86,272,90.66666666666667,A+
149363,445740,89,87,99,275,91.66666666666667,A+
149380,683584,99,87,86,272,90.66666666666667,A+
149461,35636,89,100,92,281,93.66666666666667,A+
149562,196364,100,96,96,292,97.33333333333333,A+
149655,581534,92,82,97,271,90.33333333333333,A+
149661,102617,84,92,99,275,91.66666666666667,A+
149682,642565,85,96,93,274,91.33333333333333,A+
149883,334977,78,99,95,272,90.66666666666667,A+
150322,961037,89,86,97,272,90.66666666666667,A+
150455,544928,89,98,83,270,90.0,A+
150656,775541,98,93,95,286,95.33333333333333,A+
150751,363487,98,75,97,270,90.0,A+
150817,570107,98,100,87,285,95.0,A+
150893,71110,97,100,83,280,93.33333333333333,A+
150916,920096,100,86,84,270,90.0,A+
150997,1036179,99,96,99,294,98.0,A+
151124,78258,87,98,94,279,93.0,A+
151306,590229,100,79,98,277,92.33333333333333,A+
152149,953051,99,88,90,277,92.33333333333333,A+
152302,857880,92,84,97,273,91.0,A+
152307,913188,93,95,96,284,94.66666666666667,A+
152511,858173,95,95,88,278,92.66666666666667,A+
152755,792544,90,100,90,280,93.33333333333333,A+
152849,315082,87,96,98,281,93.66666666666667,A+
153079,527332,97,91,90,278,92.66666666666667,A+
153680,222758,100,99,92,291,97.0,A+
153947,161935,84,99,87,270,90.0,A+
154250,32237,78,94,98,270,90.0,A+
154365,44159,97,98,83,278,92.66666666666667,A+
155546,874185,100,82,88,270,90.0,A+
155688,728657,99,92,86,277,92.33333333333333,A+
156095,184349,92,96,86,274,91.33333333333333,A+
156105,1045173,95,86,89,270,90.0,A+
156209,1007931,98,91,82,271,90.33333333333333,A+
156411,488281,100,100,75,275,91.66666666666667,A+
156534,762854,95,81,97,273,91.0,A+
156572,765880,100,100,79,279,93.0,A+
156860,421938,91,92,98,281,93.66666666666667,A+
156939,7890,99,100,87,286,95.33333333333333,A+
157179,288265,94,85,91,270,90.0,A+
157562,669168,84,98,93,275,91.66666666666667,A+
158165,833876,88,100,94,282,94.0,A+
158490,770338,97,91,90,278,92.66666666666667,A+
158587,624033,94,94,82,270,90.0,A+
158662,793687,96,88,90,274,91.33333333333333,A+
158869,690176,90,87,93,270,90.0,A+
158946,669516,84,97,93,274,91.33333333333333,A+
159316,891825,94,96,95,285,95.0,A+
159549,648642,85,98,87,270,90.0,A+
159594,796195,94,83,97,274,91.33333333333333,A+
159599,384752,91,85,99,275,91.66666666666667,A+
159667,434704,89,84,99,272,90.66666666666667,A+
159816,36828,97,99,85,281,93.66666666666667,A+
159929,990164,91,97,84,272,90.66666666666667,A+
160144,205962,100,95,83,278,92.66666666666667,A+
160461,33820,96,93,82,271,90.33333333333333,A+
160774,584524,97,100,85,282,94.0,A+
160863,606743,92,86,97,275,91.66666666666667,A+
160909,266040,90,100,82,272,90.66666666666667,A+
160938,828135,100,76,96,272,90.66666666666667,A+
161328,306876,79,100,93,272,90.66666666666667,A+
161365,632092,93,90,94,277,92.33333333333333,A+
161473,425013,100,89,86,275,91.66666666666667,A+
161987,375513,86,100,94,280,93.33333333333333,A+
162185,1018993,89,92,100,281,93.66666666666667,A+
162230,726842,99,92,99,290,96.66666666666667,A+
162262,872052,92,84,97,273,91.0,A+
162398,271763,89,99,96,284,94.66666666666667,A+
162444,400563,90,83,97,270,90.0,A+
162771,380802,90,81,99,270,90.0,A+
162830,431714,99,88,92,279,93.0,A+
162841,54059,86,92,99,277,92.33333333333333,A+
162901,1026427,88,91,100,279,93.0,A+
163013,928962,92,91,100,283,94.33333333333333,A+
163016,757699,97,90,86,273,91.0,A+
163104,942823,92,93,94,279,93.0,A+
163249,6772,99,99,100,298,99.33333333333333,A+
164236,947683,93,99,78,270,90.0,A+
164481,141233,85,98,91,274,91.33333333333333,A+
164767,86187,95,97,86,278,92.66666666666667,A+
164826,886205,95,96,82,273,91.0,A+
165057,357141,77,97,98,272,90.66666666666667,A+
165218,37685,94,85,96,275,91.66666666666667,A+
165685,102378,93,92,98,283,94.33333333333333,A+
165757,586566,78,97,96,271,90.33333333333333,A+
166526,439565,98,85,100,283,94.33333333333333,A+
166768,498144,89,92,98,279,93.0,A+
167282,808673,97,96,91,284,94.66666666666667,A+
167650,53997,95,93,88,276,92.0,A+
168300,756025,98,91,95,284,94.66666666666667,A+
168427,847791,85,89,97,271,90.33333333333333,A+
168447,458561,99,90,90,279,93.0,A+
169209,438488,99,90,86,275,91.66666666666667,A+
169478,342252,96,100,78,274,91.33333333333333,A+
169660,207314,90,92,91,273,91.0,A+
169892,380331,94,95,82,271,90.33333333333333,A+
169894,313694,97,98,95,290,96.66666666666667,A+
170290,901485,100,82,88,270,90.0,A+
170536,782449,89,95,87,271,90.33333333333333,A+
170967,520179,97,93,82,272,90.66666666666667,A+
171020,854187,94,90,94,278,92.66666666666667,A+
171046,561542,95,90,100,285,95.0,A+
171269,661831,91,87,93,271,90.33333333333333,A+
171493,57237,94,88,90,272,90.66666666666667,A+
171655,875317,96,99,97,292,97.33333333333333,A+
171795,762518,98,91,97,286,95.33333333333333,A+
171892,815851,94,85,93,272,90.66666666666667,A+
171935,614507,95,97,82,274,91.33333333333333,A+
172281,316824,86,94,97,277,92.33333333333333,A+
172297,467817,92,99,80,271,90.33333333333333,A+
172429,822791,85,85,100,270,90.0,A+
172788,103044,94,94,84,272,90.66666666666667,A+
172813,804895,96,89,100,285,95.0,A+
173199,308178,97,98,85,280,93.33333333333333,A+
173262,990654,99,92,97,288,96.0,A+
173454,757914,91,99,92,282,94.0,A+
173494,317179,95,93,94,282,94.0,A+
173696,126358,76,100,94,270,90.0,A+
173697,343537,95,95,97,287,95.66666666666667,A+
173712,104219,99,79,98,276,92.0,A+
173786,855085,100,78,96,274,91.33333333333333,A+
174720,1033941,98,93,84,275,91.66666666666667,A+
174726,961043,83,96,99,278,92.66666666666667,A+
174883,386959,93,92,100,285,95.0,A+
175014,1027485,91,100,99,290,96.66666666666667,A+
175050,260721,95,84,94,273,91.0,A+
175763,853710,97,100,97,294,98.0,A+
175832,973320,96,77,99,272,90.66666666666667,A+
175934,768553,89,93,100,282,94.0,A+
175999,805849,98,99,98,295,98.33333333333333,A+
176266,999372,89,91,98,278,92.66666666666667,A+
176301,334586,100,78,93,271,90.33333333333333,A+
176359,270540,97,92,84,273,91.0,A+
176416,690983,83,95,97,275,91.66666666666667,A+
176745,623263,94,92,94,280,93.33333333333333,A+
176767,456073,97,82,98,277,92.33333333333333,A+
177458,821293,85,87,99,271,90.33333333333333,A+
177525,44110,94,87,89,270,90.0,A+
177908,554179,96,93,88,277,92.33333333333333,A+
178130,230224,91,100,88,279,93.0,A+
178445,70016,94,90,90,274,91.33333333333333,A+
178721,907978,99,83,90,272,90.66666666666667,A+
179240,441106,91,94,98,283,94.33333333333333,A+
179568,159105,91,92,92,275,91.66666666666667,A+
179635,629744,91,83,97,271,90.33333333333333,A+
179685,926100,100,87,90,277,92.33333333333333,A+
180265,648123,94,97,95,286,95.33333333333333,A+
180423,1047801,98,94,78,270,90.0,A+
180858,438752,96,77,99,272,90.66666666666667,A+
180886,252241,96,87,94,277,92.33333333333333,A+
180905,751971,97,87,92,276,92.0,A+
180992,156030,98,84,98,280,93.33333333333333,A+
181021,909440,98,79,98,275,91.66666666666667,A+
181368,209099,98,91,82,271,90.33333333333333,A+
181536,452967,74,99,100,273,91.0,A+
181668,802314,88,97,87,272,90.66666666666667,A+
181870,933744,84,95,99,278,92.66666666666667,A+
181970,824191,93,82,97,272,90.66666666666667,A+
182217,197397,97,85,96,278,92.66666666666667,A+
183049,306185,89,100,90,279,93.0,A+
183253,224116,99,96,97,292,97.33333333333333,A+
183259,385143,100,85,90,275,91.66666666666667,A+
183848,32946,96,93,92,281,93.66666666666667,A+
184035,898667,94,95,97,286,95.33333333333333,A+
184134,924847,85,100,92,277,92.33333333333333,A+
184453,877439,86,97,94,277,92.33333333333333,A+
184675,391251,100,85,98,283,94.33333333333333,A+
184730,823146,93,84,97,274,91.33333333333333,A+
185071,273640,80,97,95,272,90.66666666666667,A+
185127,880783,84,92,97,273,91.0,A+
185219,629157,100,83,96,279,93.0,A+
185227,208506,99,91,84,274,91.33333333333333,A+
185271,232737,99,95,93,287,95.66666666666667,A+
185714,897377,94,97,99,290,96.66666666666667,A+
185789,354347,84,90,97,271,90.33333333333333,A+
186053,714339,90,92,94,276,92.0,A+
186681,121821,100,85,88,273,91.0,A+
186738,246946,98,95,87,280,93.33333333333333,A+
186882,410742,94,100,87,281,93.66666666666667,A+
187088,311278,95,92,90,277,92.33333333333333,A+
187198,1020393,97,90,97,284,94.66666666666667,A+
187461,391611,94,99,80,273,91.0,A+
187954,744829,100,99,83,282,94.0,A+
187994,203334,98,87,94,279,93.0,A+
188042,1036588,96,88,88,272,90.66666666666667,A+
188045,724439,100,96,93,289,96.33333333333333,A+
188412,716534,89,88,95,272,90.66666666666667,A+
188426,217445,91,98,88,277,92.33333333333333,A+
188591,814500,89,99,90,278,92.66666666666667,A+
188905,91672,96,100,83,279,93.0,A+
189257,302413,96,94,97,287,95.66666666666667,A+
189343,100011,95,97,86,278,92.66666666666667,A+
190119,50824,96,96,95,287,95.66666666666667,A+
190197,316518,96,95,88,279,93.0,A+
190226,280244,88,97,96,281,93.66666666666667,A+
190615,457119,96,81,98,275,91.66666666666667,A+
190645,418562,94,100,80,274,91.33333333333333,A+
190860,884323,95,98,87,280,93.33333333333333,A+
190873,779906,90,99,86,275,91.66666666666667,A+
191333,58221,88,99,83,270,90.0,A+
191377,1035953,87,88,99,274,91.33333333333333,A+
191394,737352,91,99,92,282,94.0,A+
191696,96655,94,93,84,271,90.33333333333333,A+
191889,979153,80,90,100,270,90.0,A+
191991,438629,99,90,82,271,90.33333333333333,A+
191999,21249,96,91,86,273,91.0,A+
192295,1022031,97,88,94,279,93.0,A+
192327,189474,98,85,100,283,94.33333333333333,A+
192534,808392,97,95,99,291,97.0,A+
192599,955002,98,84,94,276,92.0,A+
192744,669070,93,98,88,279,93.0,A+
193183,110363,99,79,100,278,92.66666666666667,A+
193269,277798,80,100,99,279,93.0,A+
193517,700973,99,90,93,282,94.0,A+
193623,634042,92,86,97,275,91.66666666666667,A+
193901,49222,97,99,91,287,95.66666666666667,A+
194008,1008696,82,98,95,275,91.66666666666667,A+
194181,1036766,89,96,100,285,95.0,A+
194321,23274,88,96,100,284,94.66666666666667,A+
194645,284988,95,89,96,280,93.33333333333333,A+
194780,741020,99,95,78,272,90.66666666666667,A+
194922,559683,93,83,99,275,91.66666666666667,A+
195551,753231,90,95,98,283,94.33333333333333,A+
195740,232584,96,84,98,278,92.66666666666667,A+
195769,592020,87,98,96,281,93.66666666666667,A+
195858,696467,83,98,93,274,91.33333333333333,A+
195872,887527,93,92,94,279,93.0,A+
196296,706660,91,92,96,279,93.0,A+
196511,628331,95,97,82,274,91.33333333333333,A+
196619,740098,96,84,96,276,92.0,A+
196652,639637,86,99,98,283,94.33333333333333,A+
196739,13302,99,100,96,295,98.33333333333333,A+
196786,443269,91,94,85,270,90.0,A+
197156,563314,86,89,97,272,90.66666666666667,A+
197324,386439,93,94,90,277,92.33333333333333,A+
197351,1041131,97,92,86,275,91.66666666666667,A+
197475,638579,83,91,99,273,91.0,A+
197687,700264,82,92,99,273,91.0,A+
197761,911824,85,98,93,276,92.0,A+
197832,129604,84,95,93,272,90.66666666666667,A+
197944,273927,89,98,84,271,90.33333333333333,A+
197957,331339,92,83,95,270,90.0,A+
198126,749960,100,98,100,298,99.33333333333333,A+
198184,1020465,98,92,84,274,91.33333333333333,A+
198647,207877,98,90,93,281,93.66666666666667,A+
199379,468722,91,97,84,272,90.66666666666667,A+
199568,80043,95,97,84,276,92.0,A+
199829,676352,90,87,93,270,90.0,A+
200037,801165,89,98,86,273,91.0,A+
200215,192439,82,94,95,271,90.33333333333333,A+
200400,776238,97,92,95,284,94.66666666666667,A+
200584,660896,85,99,98,282,94.0,A+
200651,778782,96,88,96,280,93.33333333333333,A+
200658,1010383,100,97,81,278,92.66666666666667,A+
200738,785904,96,89,90,275,91.66666666666667,A+
200909,284156,97,93,80,270,90.0,A+
200926,125275,92,89,96,277,92.33333333333333,A+
201184,307683,88,98,92,278,92.66666666666667,A+
201212,280726,95,87,89,271,90.33333333333333,A+
201330,784113,94,80,97,271,90.33333333333333,A+
201448,548910,89,99,98,286,95.33333333333333,A+
201491,374742,93,93,84,270,90.0,A+
202103,555164,98,99,100,297,99.0,A+
202599,662387,90,86,97,273,91.0,A+
203018,436661,97,80,100,277,92.33333333333333,A+
203700,555647,89,100,98,287,95.66666666666667,A+
203757,349358,77,98,99,274,91.33333333333333,A+
203824,1011356,99,93,93,285,95.0,A+
204155,290753,96,93,84,273,91.0,A+
